,Date,Group,Repeating No,String,Trend No,Dec No
2080,2013-03-23,A,9,ztep,351.0,781.7142857
2081,2013-03-24,B,1,xlzf,590.0,230.5714286
2082,2013-03-25,C,1,eemu,297.5,33.8
2083,2013-03-26,D,2,nfzi,60.0,1031.111111
2084,2013-03-27,E,3,pwau,544.5,700.3333333
2085,2013-03-28,A,9,ikxf,366.0,5135.0
2086,2013-03-29,B,6,xdnp,492.0,393.0
2087,2013-03-30,C,2,llye,372.0,1094.875
2088,2013-03-31,D,5,orbs,562.5,3023.0
2089,2013-04-01,E,2,shla,126.0,651.4
2090,2013-04-02,A,2,hchn,635.0,946.4
2091,2013-04-03,B,4,mvxm,192.0,645.5
2092,2013-04-04,C,10,aepn,322.5,99.33333333
2093,2013-04-05,D,7,uepj,260.0,1320.2
2094,2013-04-06,E,7,jdlv,589.5,572.8571429
2095,2013-04-07,A,6,gpuh,132.0,1860.2
2096,2013-04-08,B,4,ibgj,332.5,848.5
2097,2013-04-09,C,4,hzjp,603.0,2673.0
2098,2013-04-10,D,1,ygfz,135.0,159.6666667
2099,2013-04-11,E,2,rdfu,68.0,275.8
2100,2013-04-12,A,3,fjco,274.0,632.875
2101,2013-04-13,B,10,ocff,207.0,2476.0
2102,2013-04-14,C,7,refl,486.5,1492.25
2103,2013-04-15,D,3,epze,210.0,569.2222222
2104,2013-04-16,E,3,tadp,211.5,924.625
2105,2013-04-17,A,1,mhpx,710.0,207.625
2106,2013-04-18,B,2,aaqu,643.5,1390.571429
2107,2013-04-19,C,8,nvfu,72.0,415.8333333
2108,2013-04-20,D,8,linc,580.0,551.7
2109,2013-04-21,E,6,byev,73.0,8509.0
2110,2013-04-22,A,2,jcem,735.0,310.4444444
2111,2013-04-23,B,9,ieah,666.0,9663.0
2112,2013-04-24,C,2,zyyo,74.5,2048.0
2113,2013-04-25,D,9,kxox,225.0,151.75
2114,2013-04-26,E,9,cjqh,0.0,1315.333333
2115,2013-04-27,A,9,ltxt,3.0,161.3333333
2116,2013-04-28,B,1,ztze,1.0,471.7142857
2117,2013-04-29,C,8,angb,1.5,903.6
2118,2013-04-30,D,3,zywb,12.0,4083.0
2119,2013-05-01,E,10,cjjc,10.0,570.375
2120,2013-05-02,A,8,oggd,24.0,884.1666667
2121,2013-05-03,B,10,gjhs,10.5,3848.5
2122,2013-05-04,C,1,lgzi,12.0,320.5
2123,2013-05-05,D,9,bdfw,22.5,1944.5
2124,2013-05-06,E,3,xlow,10.0,667.875
2125,2013-05-07,A,4,corn,16.5,217.5
2126,2013-05-08,B,6,frle,42.0,364.125
2127,2013-05-09,C,4,uudn,32.5,923.0
2128,2013-05-10,D,2,aryx,14.0,1570.8
2129,2013-05-11,E,3,phto,15.0,9248.0
2130,2013-05-12,A,3,wsms,40.0,1430.0
2131,2013-05-13,B,1,mhvh,8.5,1578.0
2132,2013-05-14,C,8,stle,45.0,442.75
2133,2013-05-15,D,4,gkuy,47.5,4206.5
2134,2013-05-16,E,10,bgga,80.0,99.5
2135,2013-05-17,A,8,iasw,63.0,184.125
2136,2013-05-18,B,2,yxom,66.0,298.1111111
2137,2013-05-19,C,3,ymko,115.0,441.0
2138,2013-05-20,D,9,grgn,96.0,473.0
2139,2013-05-21,E,8,drcs,12.5,1233.5
2140,2013-05-22,A,4,pecw,39.0,1010.6
2141,2013-05-23,B,5,pimd,40.5,415.5555556
2142,2013-05-24,C,6,mlly,112.0,143.7
2143,2013-05-25,D,10,buaz,58.0,4189.0
2144,2013-05-26,E,4,vibv,30.0,9808.0
2145,2013-05-27,A,3,kijz,62.0,2173.0
2146,2013-05-28,B,1,gwcx,48.0,163.8
2147,2013-05-29,C,9,qtnv,115.5,1123.5
2148,2013-05-30,D,2,azgq,170.0,2616.5
2149,2013-05-31,E,8,qzin,140.0,848.1666667
2150,2013-06-01,A,10,ywkh,36.0,1747.25
2151,2013-06-02,B,6,juus,185.0,874.6
2152,2013-06-03,C,3,qqqw,152.0,87.77777778
2153,2013-06-04,D,10,ngjc,117.0,4973.0
2154,2013-06-05,E,10,mgvw,120.0,1311.333333
2155,2013-06-06,A,1,zxgq,123.0,423.0
2156,2013-06-07,B,9,nvxj,84.0,906.0
2157,2013-06-08,C,4,cgpt,86.0,2160.0
2158,2013-06-09,D,7,tjdw,66.0,626.4444444
2159,2013-06-10,E,6,lhkr,157.5,1106.0
2160,2013-06-11,A,6,vdex,184.0,1442.0
2161,2013-06-12,B,8,qmxm,211.5,2229.666667
2162,2013-06-13,C,8,kgxs,240.0,625.7142857
2163,2013-06-14,D,9,pjma,220.5,139.4285714
2164,2013-06-15,E,9,swxa,200.0,3684.0
2165,2013-06-16,A,3,iinh,102.0,407.6666667
2166,2013-06-17,B,10,ibmk,234.0,273.3
2167,2013-06-18,C,6,bugr,265.0,681.6666667
2168,2013-06-19,D,7,uhws,189.0,1592.75
2169,2013-06-20,E,7,wgav,192.5,1311.5
2170,2013-06-21,A,2,xqff,84.0,1495.6
2171,2013-06-22,B,10,ooba,199.5,988.7777778
2172,2013-06-23,C,10,gpiu,290.0,2614.0
2173,2013-06-24,D,10,gcom,147.5,12.75
2174,2013-06-25,E,10,fipw,30.0,4172.0
2175,2013-06-26,A,6,gpxs,274.5,53.33333333
2176,2013-06-27,B,9,kark,279.0,507.25
2177,2013-06-28,C,1,eggn,157.5,1815.25
2178,2013-06-29,D,9,lhzg,224.0,1453.8
2179,2013-06-30,E,10,yzft,32.5,437.5
2180,2013-07-01,A,6,bhzo,99.0,979.1666667
2181,2013-07-02,B,5,wbnw,201.0,1234.125
2182,2013-07-03,C,8,kajo,102.0,1329.666667
2183,2013-07-04,D,4,bngl,103.5,241.1111111
2184,2013-07-05,E,6,aaum,70.0,867.6
2185,2013-07-06,A,3,jtem,213.0,509.1428571
2186,2013-07-07,B,6,mbwv,72.0,1342.833333
2187,2013-07-08,C,9,mefn,73.0,4145.0
2188,2013-07-09,D,1,eckz,74.0,2850.0
2189,2013-07-10,E,10,rfsd,187.5,70.66666667
2190,2013-07-11,A,5,xrcw,152.0,1462.8
2191,2013-07-12,B,6,gfje,385.0,8200.0
2192,2013-07-13,C,5,updu,39.0,344.1666667
2193,2013-07-14,D,8,bdzv,395.0,603.3
2194,2013-07-15,E,9,ahjo,40.0,180.25
2195,2013-07-16,A,8,unea,364.5,754.875
2196,2013-07-17,B,5,zanp,287.0,777.375
2197,2013-07-18,C,5,rdgm,124.5,4652.0
2198,2013-07-19,D,9,mdyw,42.0,2958.5
2199,2013-07-20,E,7,shhe,255.0,903.3333333
2200,2013-07-21,A,9,hylp,129.0,426.0
2201,2013-07-22,B,1,ubqp,43.5,139.0
2202,2013-07-23,C,7,uabb,176.0,2399.5
2203,2013-07-24,D,5,npze,44.5,1437.2
2204,2013-07-25,E,9,leui,360.0,1118.0
2205,2013-07-26,A,3,sral,318.5,3736.0
2206,2013-07-27,B,9,prle,368.0,178.1666667
2207,2013-07-28,C,6,bpnk,279.0,361.2
2208,2013-07-29,D,4,uxel,282.0,288.125
2209,2013-07-30,E,3,yodp,285.0,1197.5
2210,2013-07-31,A,1,lzmu,144.0,1042.142857
2211,2013-08-01,B,6,icmh,97.0,957.1428571
2212,2013-08-02,C,10,bbuh,196.0,5244.0
2213,2013-08-03,D,3,rqep,445.5,4979.0
2214,2013-08-04,E,10,hrml,250.0,2230.333333
2215,2013-08-05,A,5,ywfu,202.0,1100.666667
2216,2013-08-06,B,9,fwdp,459.0,287.25
2217,2013-08-07,C,4,cqst,257.5,7794.0
2218,2013-08-08,D,1,wrjb,52.0,472.1111111
2219,2013-08-09,E,9,zgue,420.0,87.7
2220,2013-08-10,A,8,eaoi,477.0,2560.666667
2221,2013-08-11,B,5,hejp,214.0,1175.4
2222,2013-08-12,C,7,ziio,486.0,3307.0
2223,2013-08-13,D,5,tmoh,327.0,535.2
2224,2013-08-14,E,2,jnkw,330.0,702.0
2225,2013-08-15,A,2,ubms,222.0,573.3333333
2226,2013-08-16,B,3,ahqg,504.0,5113.0
2227,2013-08-17,C,2,jypf,339.0,1096.5
2228,2013-08-18,D,1,pejk,285.0,895.25
2229,2013-08-19,E,3,gvra,287.5,9092.0
2230,2013-08-20,A,10,nood,580.0,1481.0
2231,2013-08-21,B,6,ncvp,526.5,952.4444444
2232,2013-08-22,C,3,wpge,177.0,2429.75
2233,2013-08-23,D,2,kiob,297.5,629.75
2234,2013-08-24,E,7,oock,60.0,392.8333333
2235,2013-08-25,A,3,ynin,363.0,492.8333333
2236,2013-08-26,B,8,nefb,244.0,1841.333333
2237,2013-08-27,C,9,jdda,430.5,1201.333333
2238,2013-08-28,D,7,msjf,372.0,431.7777778
2239,2013-08-29,E,1,wycz,312.5,2044.25
2240,2013-08-30,A,10,fuly,252.0,900.5
2241,2013-08-31,B,4,bizo,635.0,4555.0
2242,2013-09-01,C,10,ycms,512.0,1374.6
2243,2013-09-02,D,6,nztt,516.0,587.3333333
2244,2013-09-03,E,1,vamf,260.0,974.25
2245,2013-09-04,A,7,fnfi,65.5,384.25
2246,2013-09-05,B,5,thik,330.0,416.375
2247,2013-09-06,C,2,gmsd,332.5,335.2222222
2248,2013-09-07,D,5,lecq,469.0,1874.666667
2249,2013-09-08,E,4,rrny,202.5,2931.666667
2250,2013-09-09,A,9,belz,136.0,367.0
2251,2013-09-10,B,7,cydc,274.0,1500.0
2252,2013-09-11,C,5,aihn,69.0,852.6666667
2253,2013-09-12,D,6,ylml,278.0,1189.75
2254,2013-09-13,E,3,nasl,140.0,1225.285714
2255,2013-09-14,A,7,ibab,423.0,781.1111111
2256,2013-09-15,B,5,iavk,142.0,329.8888889
2257,2013-09-16,C,4,jgux,214.5,239.2222222
2258,2013-09-17,D,7,regm,216.0,132.875
2259,2013-09-18,E,9,lbbk,362.5,5372.0
2260,2013-09-19,A,4,tweu,730.0,181.2
2261,2013-09-20,B,4,jfui,73.5,493.4
2262,2013-09-21,C,5,mhbv,518.0,1492.166667
2263,2013-09-22,D,5,bpgc,596.0,1378.666667
2264,2013-09-23,E,10,lgjp,675.0,926.5
2265,2013-09-24,A,1,sjui,0.0,7335.0
2266,2013-09-25,B,4,akze,2.5,1506.75
2267,2013-09-26,C,6,fcmr,3.0,1413.8
2268,2013-09-27,D,8,jvtl,1.5,327.6666667
2269,2013-09-28,E,10,xlym,2.0,171.25
2270,2013-09-29,A,5,kvnd,10.0,924.0
2271,2013-09-30,B,10,evbq,24.0,716.25
2272,2013-10-01,C,7,cedr,10.5,735.2857143
2273,2013-10-02,D,4,xvjs,32.0,2009.5
2274,2013-10-03,E,8,qata,31.5,188.4285714
2275,2013-10-04,A,8,fpkt,5.0,1934.2
2276,2013-10-05,B,4,vjmq,27.5,1293.2
2277,2013-10-06,C,3,yipu,12.0,540.3
2278,2013-10-07,D,7,znvs,26.0,1924.4
2279,2013-10-08,E,6,glwd,14.0,1418.5
2280,2013-10-09,A,9,bmkp,7.5,7994.0
2281,2013-10-10,B,3,icgo,40.0,1426.333333
2282,2013-10-11,C,2,jrcm,68.0,4529.5
2283,2013-10-12,D,5,omxe,54.0,6012.0
2284,2013-10-13,E,7,slcj,85.5,1113.333333
2285,2013-10-14,A,5,arpn,80.0,660.2222222
2286,2013-10-15,B,9,cyvz,63.0,215.6
2287,2013-10-16,C,9,qpvu,110.0,5099.0
2288,2013-10-17,D,4,sktv,80.5,338.625
2289,2013-10-18,E,9,srqm,60.0,2092.5
2290,2013-10-19,A,6,lmdb,12.5,114.1428571
2291,2013-10-20,B,5,kmrw,52.0,355.4
2292,2013-10-21,C,4,urtg,121.5,282.375
2293,2013-10-22,D,8,wzit,98.0,294.25
2294,2013-10-23,E,4,srhb,29.0,1017.5
2295,2013-10-24,A,7,tnhv,135.0,1908.4
2296,2013-10-25,B,6,fcwi,139.5,3291.0
2297,2013-10-26,C,1,zxkv,112.0,325.0
2298,2013-10-27,D,1,znji,99.0,218.9
2299,2013-10-28,E,10,koev,34.0,2397.0
2300,2013-10-29,A,9,aafg,35.0,1472.833333
2301,2013-10-30,B,1,wzca,18.0,1921.0
2302,2013-10-31,C,2,duxp,148.0,1063.285714
2303,2013-11-01,D,3,jqgs,171.0,323.1
2304,2013-11-02,E,3,bzde,195.0,906.5
2305,2013-11-03,A,4,dzku,40.0,1010.428571
2306,2013-11-04,B,10,tbjd,102.5,326.5
2307,2013-11-05,C,4,vbwn,168.0,985.8
2308,2013-11-06,D,1,vrzg,150.5,792.125
2309,2013-11-07,E,7,ayeb,44.0,298.25
2310,2013-11-08,A,7,nrwl,90.0,924.8333333
2311,2013-11-09,B,8,yttg,69.0,5894.0
2312,2013-11-10,C,2,ewml,47.0,428.6666667
2313,2013-11-11,D,5,vtoy,24.0,1649.6
2314,2013-11-12,E,4,edyb,245.0,676.1428571
2315,2013-11-13,A,3,mkew,25.0,515.0
2316,2013-11-14,B,5,eupo,255.0,1016.555556
2317,2013-11-15,C,1,kuvz,156.0,1243.857143
2318,2013-11-16,D,6,ppkm,106.0,1003.142857
2319,2013-11-17,E,4,hzzh,243.0,1695.0
2320,2013-11-18,A,8,gscr,275.0,285.8
2321,2013-11-19,B,1,neye,84.0,313.8333333
2322,2013-11-20,C,3,xcxd,228.0,213.3
2323,2013-11-21,D,6,iasg,203.0,1000.666667
2324,2013-11-22,E,2,qeir,206.5,1214.8
2325,2013-11-23,A,2,mjnc,30.0,846.4
2326,2013-11-24,B,4,vpol,61.0,2365.5
2327,2013-11-25,C,3,awys,93.0,1165.625
2328,2013-11-26,D,8,xijr,31.5,125.8333333
2329,2013-11-27,E,2,ilgs,96.0,1423.666667
2330,2013-11-28,A,8,wgvl,130.0,627.8333333
2331,2013-11-29,B,4,mpoa,297.0,297.5
2332,2013-11-30,C,2,epsd,167.5,1347.666667
2333,2013-12-01,D,3,krfu,34.0,1842.5
2334,2013-12-02,E,7,tehz,310.5,1230.875
2335,2013-12-03,A,3,govl,210.0,342.3333333
2336,2013-12-04,B,3,cwri,284.0,5219.0
2337,2013-12-05,C,9,vyyg,324.0,994.2857143
2338,2013-12-06,D,10,uons,365.0,580.7777778
2339,2013-12-07,E,10,bwbi,222.0,284.8
2340,2013-12-08,A,1,uzss,150.0,799.5
2341,2013-12-09,B,2,hejw,76.0,3594.0
2342,2013-12-10,C,3,hjgc,231.0,316.625
2343,2013-12-11,D,2,kgeb,234.0,690.875
2344,2013-12-12,E,7,ikkl,316.0,33.88888889
2345,2013-12-13,A,1,copl,320.0,2583.666667
2346,2013-12-14,B,5,fatt,405.0,3278.333333
2347,2013-12-15,C,5,kvrc,410.0,872.2222222
2348,2013-12-16,D,6,nmrb,415.0,107.4
2349,2013-12-17,E,8,mqqa,210.0,761.9
2350,2013-12-18,A,2,xszz,382.5,833.7142857
2351,2013-12-19,B,3,siri,172.0,455.375
2352,2013-12-20,C,8,ezop,304.5,936.7142857
2353,2013-12-21,D,6,yqna,264.0,1590.2
2354,2013-12-22,E,3,ynzb,267.0,390.6666667
2355,2013-12-23,A,5,eohy,315.0,700.0
2356,2013-12-24,B,9,jbfw,91.0,1383.75
2357,2013-12-25,C,9,qjpt,184.0,1439.5
2358,2013-12-26,D,5,syyr,139.5,1041.666667
2359,2013-12-27,E,2,ymjv,47.0,745.0
2360,2013-12-28,A,6,juum,332.5,376.0
2361,2013-12-29,B,4,tuyo,240.0,455.7
2362,2013-12-30,C,4,ikhx,145.5,1406.142857
2363,2013-12-31,D,9,fdon,294.0,60.0
2364,2014-01-01,E,5,nkci,49.5,749.5
2365,2014-01-02,A,7,diuv,150.0,3643.5
2366,2014-01-03,B,6,rcyx,454.5,656.5
2367,2014-01-04,C,4,xadi,459.0,449.25
2368,2014-01-05,D,7,tccn,206.0,56.5
2369,2014-01-06,E,1,dyax,364.0,1064.625
2370,2014-01-07,A,10,ffhu,420.0,4287.0
2371,2014-01-08,B,9,uuqx,318.0,307.5
2372,2014-01-09,C,5,enqn,321.0,267.6
2373,2014-01-10,D,10,wwbu,432.0,477.0
2374,2014-01-11,E,5,lzxo,327.0,820.2
2375,2014-01-12,A,10,jzdf,495.0,33.5
2376,2014-01-13,B,9,tpys,388.5,1106.5
2377,2014-01-14,C,7,mkel,280.0,710.125
2378,2014-01-15,D,7,zkuk,169.5,357.5714286
2379,2014-01-16,E,5,qcbc,114.0,592.4
2380,2014-01-17,A,5,afly,460.0,1330.333333
2381,2014-01-18,B,4,kgbz,232.0,1626.0
2382,2014-01-19,C,3,kzaw,292.5,6144.0
2383,2014-01-20,D,3,muvy,531.0,991.0
2384,2014-01-21,E,3,bbfa,476.0,656.6
2385,2014-01-22,A,8,bzbs,120.0,4904.0
2386,2014-01-23,B,3,cspp,605.0,971.6
2387,2014-01-24,C,10,xflb,305.0,725.5
2388,2014-01-25,D,8,lflk,307.5,817.2
2389,2014-01-26,E,2,vlbb,62.0,149.5
2390,2014-01-27,A,2,ztsu,375.0,996.1
2391,2014-01-28,B,10,kpig,315.0,3552.5
2392,2014-01-29,C,7,cgbg,317.5,2484.75
2393,2014-01-30,D,7,eyco,128.0,128.7777778
2394,2014-01-31,E,7,kacg,516.0,789.0
2395,2014-02-01,A,10,dtln,455.0,2296.0
2396,2014-02-02,B,10,yzeb,655.0,205.5555556
2397,2014-02-03,C,5,izgq,198.0,585.5
2398,2014-02-04,D,9,hhlr,199.5,1236.875
2399,2014-02-05,E,4,drot,268.0,120.4285714
2400,2014-02-06,A,5,qsmr,540.0,7377.0
2401,2014-02-07,B,7,cpyj,612.0,381.5555556
2402,2014-02-08,C,7,pwcq,342.5,2795.0
2403,2014-02-09,D,4,jozx,621.0,336.6
2404,2014-02-10,E,2,czkd,625.5,2178.0
2405,2014-02-11,A,3,azqp,490.0,985.875
2406,2014-02-12,B,4,gffl,70.5,1463.333333
2407,2014-02-13,C,8,bbne,355.0,397.0
2408,2014-02-14,D,4,bhon,643.5,968.6666667
2409,2014-02-15,E,2,jjxp,432.0,2119.0
2410,2014-02-16,A,7,bmgi,217.5,903.5555556
2411,2014-02-17,B,9,rmgr,730.0,1292.833333
2412,2014-02-18,C,10,mohl,441.0,226.75
2413,2014-02-19,D,5,foru,740.0,224.5714286
2414,2014-02-20,E,10,gual,745.0,474.5
2415,2014-02-21,A,6,llxn,450.0,2618.0
2416,2014-02-22,B,2,wjcg,0.0,173.6
2417,2014-02-23,C,9,xmlw,0.5,580.0
2418,2014-02-24,D,6,nyka,10.0,173.0
2419,2014-02-25,E,7,rysi,10.5,765.2222222
2420,2014-02-26,A,1,yivt,18.0,468.5
2421,2014-02-27,B,7,pcqy,17.5,378.0
2422,2014-02-28,C,5,rlga,24.0,8238.0
2423,2014-03-01,D,6,ozon,24.5,1011.375
2424,2014-03-02,E,2,szfd,4.0,899.6
2425,2014-03-03,A,10,nvws,4.5,1403.333333
2426,2014-03-04,B,4,bdle,25.0,806.2222222
2427,2014-03-05,C,6,mjjj,33.0,542.6666667
2428,2014-03-06,D,4,dmtf,12.0,4672.0
2429,2014-03-07,E,7,mmpz,58.5,25.42857143
2430,2014-03-08,A,4,lmlq,28.0,43.8
2431,2014-03-09,B,2,mkrp,37.5,678.4285714
2432,2014-03-10,C,6,aggv,72.0,718.7142857
2433,2014-03-11,D,2,lzjf,85.0,926.5
2434,2014-03-12,E,8,ccgl,45.0,1070.75
2435,2014-03-13,A,9,deec,9.5,422.5
2436,2014-03-14,B,8,kimg,40.0,266.2
2437,2014-03-15,C,3,fnhv,84.0,663.0
2438,2014-03-16,D,10,ecav,11.0,883.4
2439,2014-03-17,E,7,ekho,80.5,987.1428571
2440,2014-03-18,A,6,xxhr,108.0,693.0
2441,2014-03-19,B,10,mzsc,75.0,1310.8
2442,2014-03-20,C,8,jopv,104.0,1742.6
2443,2014-03-21,D,5,mupg,94.5,1311.571429
2444,2014-03-22,E,5,hoti,126.0,663.2
2445,2014-03-23,A,10,spkq,101.5,753.3333333
2446,2014-03-24,B,4,sznl,105.0,456.0
2447,2014-03-25,C,4,jfgo,124.0,592.8
2448,2014-03-26,D,6,twut,96.0,765.5
2449,2014-03-27,E,10,izlz,82.5,622.0
2450,2014-03-28,A,8,oosq,17.0,6735.0
2451,2014-03-29,B,6,lbvm,87.5,7490.0
2452,2014-03-30,C,10,hfst,36.0,217.5714286
2453,2014-03-31,D,1,znbc,111.0,1654.25
2454,2014-04-01,E,5,utpx,171.0,1194.25
2455,2014-04-02,A,8,dpqb,195.0,998.7142857
2456,2014-04-03,B,9,ahau,140.0,1072.125
2457,2014-04-04,C,6,ycjw,61.5,382.2857143
2458,2014-04-05,D,5,cbym,42.0,595.7
2459,2014-04-06,E,3,bnyh,64.5,193.4
2460,2014-04-07,A,6,grgq,132.0,1988.666667
2461,2014-04-08,B,8,fkmy,157.5,1138.75
2462,2014-04-09,C,5,ziue,69.0,424.875
2463,2014-04-10,D,8,pdof,188.0,1887.75
2464,2014-04-11,E,10,yuzf,120.0,760.4
2465,2014-04-12,A,10,dxwf,122.5,248.6666667
2466,2014-04-13,B,7,zyrs,175.0,543.6666667
2467,2014-04-14,C,6,dych,76.5,9844.0
2468,2014-04-15,D,9,oqng,26.0,198.0
2469,2014-04-16,E,2,omcq,212.0,1232.666667
2470,2014-04-17,A,8,luif,54.0,1254.0
2471,2014-04-18,B,8,xjsg,110.0,812.7
2472,2014-04-19,C,2,xeqx,28.0,8834.0
2473,2014-04-20,D,2,qtbc,85.5,9215.0
2474,2014-04-21,E,2,jkvq,116.0,389.0
2475,2014-04-22,A,6,qozd,147.5,778.3333333
2476,2014-04-23,B,10,klfo,120.0,880.75
2477,2014-04-24,C,4,xstm,213.5,474.0
2478,2014-04-25,D,8,wwmj,186.0,6874.0
2479,2014-04-26,E,8,etnv,94.5,1797.2
2480,2014-04-27,A,6,spju,32.0,803.9
2481,2014-04-28,B,6,xljz,32.5,2334.5
2482,2014-04-29,C,3,dmiy,165.0,414.0
2483,2014-04-30,D,5,uzof,33.5,485.5555556
2484,2014-05-01,E,10,hybw,102.0,3233.0
2485,2014-05-02,A,4,gpck,310.5,658.6
2486,2014-05-03,B,1,jhyf,175.0,2093.666667
2487,2014-05-04,C,1,twal,213.0,1405.0
2488,2014-05-05,D,3,mehk,216.0,7928.0
2489,2014-05-06,E,9,cila,255.5,1705.0
2490,2014-05-07,A,7,sllt,37.0,1866.0
2491,2014-05-08,B,8,xnxy,150.0,1361.5
2492,2014-05-09,C,6,zqxj,304.0,230.4
2493,2014-05-10,D,4,elzw,269.5,293.8571429
2494,2014-05-11,E,3,bldd,312.0,377.5
2495,2014-05-12,A,4,ebza,158.0,210.1428571
2496,2014-05-13,B,4,vjfg,360.0,1063.0
2497,2014-05-14,C,9,htoa,202.5,562.0
2498,2014-05-15,D,3,zeeo,123.0,1533.0
2499,2014-05-16,E,10,amyj,124.5,1225.0
2500,2014-05-17,A,10,otji,420.0,1745.6
2501,2014-05-18,B,10,uybr,382.5,42.0
2502,2014-05-19,C,4,ifnm,430.0,365.3333333
2503,2014-05-20,D,4,yzne,435.0,426.5555556
2504,2014-05-21,E,5,csby,352.0,928.25
2505,2014-05-22,A,3,hvis,400.5,257.2
2506,2014-05-23,B,10,acvh,45.0,266.0
2507,2014-05-24,C,7,evys,409.5,1589.666667
2508,2014-05-25,D,4,cbqa,414.0,6228.0
2509,2014-05-26,E,8,vgrx,279.0,4821.0
2510,2014-05-27,A,5,eziv,470.0,313.0
2511,2014-05-28,B,6,nscs,237.5,1777.5
2512,2014-05-29,C,7,agtw,384.0,1176.0
2513,2014-05-30,D,10,fiat,242.5,384.5714286
2514,2014-05-31,E,6,mski,294.0,682.125
2515,2014-06-01,A,3,obro,148.5,927.625
2516,2014-06-02,B,7,aury,250.0,962.0
2517,2014-06-03,C,5,ldlp,101.0,3942.0
2518,2014-06-04,D,4,kuyw,357.0,1223.333333
2519,2014-06-05,E,9,uuxt,309.0,572.6666667
2520,2014-06-06,A,7,wltf,520.0,143.0
2521,2014-06-07,B,1,lcrv,525.0,969.8
2522,2014-06-08,C,6,ectl,424.0,408.0
2523,2014-06-09,D,1,grxj,214.0,301.3333333
2524,2014-06-10,E,5,pflp,216.0,206.625
2525,2014-06-11,A,6,oodj,163.5,1943.6
2526,2014-06-12,B,1,svac,440.0,1004.571429
2527,2014-06-13,C,6,rchs,333.0,650.0
2528,2014-06-14,D,1,nduc,168.0,2209.25
2529,2014-06-15,E,8,iupq,56.5,753.1111111
2530,2014-06-16,A,8,artm,456.0,2049.5
2531,2014-06-17,B,2,uknu,575.0,34.25
2532,2014-06-18,C,2,wrxs,580.0,174.6
2533,2014-06-19,D,2,czpx,585.0,1335.857143
2534,2014-06-20,E,9,ffkz,354.0,5368.0
2535,2014-06-21,A,2,wrfb,119.0,682.0
2536,2014-06-22,B,5,adlp,180.0,8066.0
2537,2014-06-23,C,2,uoea,302.5,548.3333333
2538,2014-06-24,D,6,rrrl,305.0,1185.8
2539,2014-06-25,E,1,hpzy,615.0,1183.142857
2540,2014-06-26,A,1,wfil,558.0,1076.888889
2541,2014-06-27,B,10,aogq,437.5,274.1428571
2542,2014-06-28,C,2,mepe,441.0,2237.5
2543,2014-06-29,D,7,hida,190.5,1327.4
2544,2014-06-30,E,4,xfhz,512.0,724.25
2545,2014-07-01,A,8,xqad,64.5,778.0
2546,2014-07-02,B,10,dcij,195.0,1394.5
2547,2014-07-03,C,6,xaxm,655.0,385.0
2548,2014-07-04,D,5,oqdc,528.0,8052.0
2549,2014-07-05,E,2,wdws,199.5,345.0
2550,2014-07-06,A,4,rimm,603.0,4579.5
2551,2014-07-07,B,4,lcas,472.5,977.3333333
2552,2014-07-08,C,3,lmyl,340.0,1214.375
2553,2014-07-09,D,10,lmkw,274.0,937.7
2554,2014-07-10,E,10,nzqy,69.0,683.3333333
2555,2014-07-11,A,8,veby,347.5,1049.111111
2556,2014-07-12,B,8,xvrc,700.0,750.1
2557,2014-07-13,C,6,ipcw,352.5,144.5
2558,2014-07-14,D,7,pnxi,426.0,1403.5
2559,2014-07-15,E,3,ubgt,500.5,668.0
2560,2014-07-16,A,2,fyrx,720.0,962.875
2561,2014-07-17,B,5,eifp,507.5,137.75
2562,2014-07-18,C,3,bzgx,438.0,976.1428571
2563,2014-07-19,D,6,bqmz,73.5,2192.5
2564,2014-07-20,E,6,vxvq,148.0,824.5
2565,2014-07-21,A,9,qxqk,521.5,359.0
2566,2014-07-22,B,9,fzjr,375.0,1407.333333
2567,2014-07-23,C,1,riep,0.0,522.8571429
2568,2014-07-24,D,4,exop,1.5,89.4
2569,2014-07-25,E,1,tjpk,3.0,924.6
2570,2014-07-26,A,10,nnuq,10.5,1440.4
2571,2014-07-27,B,10,nrqg,12.0,2158.25
2572,2014-07-28,C,6,uqoz,15.0,515.125
2573,2014-07-29,D,5,edwm,21.0,108.6666667
2574,2014-07-30,E,9,qdax,3.5,492.6
2575,2014-07-31,A,4,nqwm,20.0,991.6
2576,2014-08-01,B,4,rmxo,13.5,327.8571429
2577,2014-08-02,C,9,gsnz,50.0,1339.857143
2578,2014-08-03,D,8,mdwr,5.5,1177.625
2579,2014-08-04,E,5,cnpu,30.0,917.7
2580,2014-08-05,A,8,uvhf,32.5,2366.5
2581,2014-08-06,B,10,yico,70.0,4818.5
2582,2014-08-07,C,6,jhio,75.0,729.9
2583,2014-08-08,D,6,cidm,80.0,630.9
2584,2014-08-09,E,3,mjls,59.5,1523.833333
2585,2014-08-10,A,6,gzjf,81.0,456.3333333
2586,2014-08-11,B,2,buqd,95.0,7421.0
2587,2014-08-12,C,8,fiyn,40.0,923.8333333
2588,2014-08-13,D,10,veyh,105.0,1573.0
2589,2014-08-14,E,2,pknl,55.0,2187.5
2590,2014-08-15,A,7,vdwq,69.0,5815.0
2591,2014-08-16,B,9,ktmd,108.0,975.9
2592,2014-08-17,C,2,rxyk,87.5,365.5
